Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
mediterranean,Mediterranean Flounder,mediterranean,72.24,32.18,21.62,612.26
mediterranean,Mediterranean Toast,mediterranean,9.99,21.92,8.78,206.66000000000003
mediterranean,Mediterranean Veggie Sandwiches,mediterranean,39.85,109.52,42.36,978.72
mediterranean,Mediterranean Chicken,mediterranean,94.96,46.31,85.96,1338.7199999999998
mediterranean,Mediterranean Eggs,mediterranean,72.83,50.7,62.3,1054.82
mediterranean,Mediterranean Tabbouleh,middle eastern,27.05,120.15,46.85,1010.45
mediterranean,Orecchiette with Mixed Greens and Goat Cheese,italian,24.37,84.92,9.07,518.79
mediterranean,Mediterranean Burgers,nordic,60.55,277.05,57.72,1869.88
mediterranean,Mediterranean Herb Mix,mediterranean,1.89,13.86,2.01,81.09
mediterranean,Mediterranean Pork Chops,mediterranean,93.07,3.7,59.04,918.44
mediterranean,Chopped Mediterranean Salad,mediterranean,7.71,12.57,12.37,192.45
mediterranean,Mediterranean Bento Lunch,mediterranean,39.83,92.83,19.93,710.01
mediterranean,Mediterranean Picnic Snack,mediterranean,7.17,20.8,5.87,164.70999999999998
mediterranean,Mediterranean Omelet recipes,mediterranean,17.88,6.39,21.62,291.66
mediterranean,Mediterranean Fish Fillets,mediterranean,45.03,18.04,8.17,325.81
mediterranean,Mediterranean Orzo Salad,mediterranean,52.08,191.86,79.51,1691.35
mediterranean,Grilled Mediterranean Snapper,mediterranean,145.7,35.22,41.89,1100.69
mediterranean,Mediterranean Salmon Skewers,nordic,94.73,17.42,69.99,1078.51
mediterranean,Mediterranean Herb Rub,mediterranean,6.62,24.47,7.57,192.49
mediterranean,Mediterranean Zucchini Hash,mediterranean,14.73,76.43,12.57,477.77000000000004
mediterranean,Mediterranean Pressed Sandwich,italian,119.01,180.49,96.61,2067.49
mediterranean,Mediterranean Lentil Salad,mediterranean,81.66,138.32,99.65,1776.77
mediterranean,Mediterranean Pasta Salad,mediterranean,31.63,47.39,23.33,526.05
mediterranean,Mediterranean Chicken recipes,mediterranean,146.34,20.28,109.94,1655.94
mediterranean,Mediterranean Creamsicle Floats,american,9.24,189.03,29.04,1054.44
mediterranean,Mediterranean Pasta Salad,mediterranean,27.21,140.11,44.56,1070.3200000000002
mediterranean,Mediterranean Crunch Salad,mediterranean,37.09,129.25,13.45,786.41
mediterranean,Mediterranean Quinoa Bowl,mediterranean,65.37,233.41,74.62,1866.6999999999998
mediterranean,Mediterranean prawn salad,mediterranean,32.23,36.16,56.83,785.03
mediterranean,Mediterranean Vegetable Hash,mediterranean,14.73,76.5,1.77,380.85
mediterranean,Speedy Mediterranean gnocchi,mediterranean,26.53,151.27,14.91,845.3900000000001
mediterranean,Mediterranean Grain Salad,mediterranean,14.02,48.13,16.24,394.76
mediterranean,Mediterranean Beef Pitas,mediterranean,111.97,137.91,140.62,2265.1
mediterranean,Mediterranean Cauliflower Pizza,italian,83.4,75.67,97.28,1511.8
mediterranean,Mediterranean Grain Salad,mediterranean,14.02,48.13,16.24,394.76
mediterranean,Mediterranean sardine salad,mediterranean,51.52,5.77,40.72,595.6400000000001
mediterranean,Mediterranean stuffed peppers,mediterranean,23.98,86.02,30.6,715.4000000000001
mediterranean,Mediterranean Slaw Dogs,mediterranean,13.54,16.4,72.72,774.24
mediterranean,Mediterranean Mackerel Salad,mediterranean,57.9,10.27,59.68,809.8
mediterranean,Mediterranean Tuna Salad,mediterranean,70.36,23.76,19.48,551.8
mediterranean,Mediterranean Fish Parcels,mediterranean,69.49,52.45,11.42,590.54
mediterranean,Mediterranean Fish Stew,mediterranean,115.25,167.93,32.56,1425.76
mediterranean,Mediterranean Shrimp Caesar,mediterranean,9.52,6.4,82.52,806.3599999999999
mediterranean,Mediterranean potato salad,mediterranean,33.04,183.28,22.2,1065.08
mediterranean,Mediterranean Tuna Wrap,mediterranean,115.43,130.82,40.33,1347.97
mediterranean,Mediterranean Quesadillas recipes,mexican,35.9,36.23,36.47,616.75
mediterranean,Mediterranean Tuna Sandwiches,mediterranean,45.57,66.57,20.23,630.6299999999999
mediterranean,Mediterranean Marinated Vegetables,mediterranean,34.59,147.52,142.69,2012.65
mediterranean,Mediterranean potato salad,mediterranean,9.92,75.91,17.29,498.92999999999995
mediterranean,Mediterranean Pasta Shells,mediterranean,38.58,168.61,42.05,1207.21
mediterranean,Mediterranean Chicken Meatballs,mediterranean,131.67,60.02,68.43,1382.63
mediterranean,Mediterranean Fish Stew,mediterranean,130.32,52.35,38.71,1079.07
mediterranean,Romaine Hearts Mediterranean,mediterranean,20.78,69.35,76.67,1050.55
mediterranean,Mediterranean Chicken Stew,mediterranean,90.89,185.11,22.93,1310.37
mediterranean,Mediterranean Shrimp Wraps,mediterranean,37.18,159.12,37.76,1125.04
mediterranean,Mediterranean Lima Beans,mediterranean,25.08,106.65,31.38,809.3400000000001
mediterranean,Mediterranean Salsa Couscous,mediterranean,43.46,157.3,54.19,1290.75
mediterranean,Mediterranean Olive Bread,mediterranean,52.1,227.41,82.75,1862.79
mediterranean,Mediterranean Deviled Eggs,mediterranean,18.06,4.74,18.24,255.35999999999999
mediterranean,Mediterranean Olive Relish,mediterranean,3.88,23.5,65.63,700.1899999999999
mediterranean,Mediterranean Potato Topper,mediterranean,16.57,93.13,28.15,692.15
mediterranean,Mediterranean Style Linguini,italian,92.57,283.83,44.19,1903.31
mediterranean,Mediterranean Spiced Burgers,mediterranean,103.26,124.01,106.03,1863.35
mediterranean,Warm Mediterranean Olives,mediterranean,5.16,63.53,100.92,1183.04
mediterranean,Mediterranean Chopped Salad,mediterranean,54.74,145.83,77.87,1503.1100000000001
mediterranean,Mediterranean Eggs (Shakshuka),mediterranean,46.56,120.71,99.2,1561.88
mediterranean,Mediterranean Chickpea Salad,mediterranean,74.82,139.48,108.53,1833.9699999999998
mediterranean,Mediterranean Chopped Salad,mediterranean,4.17,19.13,31.41,375.89
mediterranean,Mediterranean Garbanzo Salad,mediterranean,19.9,103.46,8.1,566.3399999999999
mediterranean,Eggplant Mediterranean Style,mediterranean,7.39,38.84,29.79,453.03000000000003
mediterranean,Mediterranean Tofu Salad,asian,79.91,31.75,68.77,1065.57
mediterranean,Mediterranean-Style Tuna,mediterranean,107.1,28.0,51.06,999.94
mediterranean,Mediterranean Pepper Soup,mediterranean,108.38,99.73,120.17,1913.97
mediterranean,Mini Mediterranean Pizzas,italian,31.3,117.03,38.37,938.6500000000001
mediterranean,Mediterranean Deviled Eggs,mediterranean,77.75,15.51,91.47,1196.27
mediterranean,Chopped Mediterranean Salad,mediterranean,46.21,149.64,49.47,1228.63
mediterranean,Mediterranean Breakfast Sandwiches,mediterranean,50.25,111.92,52.68,1122.8000000000002
mediterranean,Mediterranean Chicken Pizza,italian,132.19,188.73,117.34,2339.74
mediterranean,Mediterranean Tuna Wrap,mediterranean,48.73,54.13,13.12,529.52
mediterranean,Mediterranean Bean Salad,mediterranean,51.53,121.44,71.63,1336.55
mediterranean,Mediterranean Shrimp Salad,mediterranean,122.76,142.57,38.35,1406.47
mediterranean,Mediterranean Steak Salad,mediterranean,82.5,46.84,121.42,1610.1399999999999
mediterranean,Mediterranean Chickpea Salad,mediterranean,34.42,122.29,21.7,822.14
mediterranean,Mediterranean Salad-Wraps,mediterranean,39.99,123.57,30.42,928.02
mediterranean,Mediterranean Salmon Spread,nordic,42.54,28.04,12.41,394.01
mediterranean,Mediterranean Portobello Burger,mediterranean,50.92,214.43,46.68,1481.52
mediterranean,Mediterranean Deviled Eggs,mediterranean,77.75,15.51,91.47,1196.27
mediterranean,Spicy Mediterranean Vinaigrette,mediterranean,3.6,35.43,55.33,654.0899999999999
mediterranean,Mediterranean Tuna Salad,mediterranean,115.89,185.04,90.82,2021.1
mediterranean,Mediterranean Chopped Salad,mediterranean,137.13,149.69,36.17,1472.81
mediterranean,Mediterranean Beef Stew,mediterranean,98.1,168.47,129.44,2231.24
mediterranean,Mediterranean snack wrap,mediterranean,12.48,17.54,35.05,435.53
mediterranean,Mediterranean Chickpea Burgers,mediterranean,116.19,238.09,58.18,1940.7399999999998
mediterranean,Mediterranean Orzo Salad,mediterranean,66.87,264.16,108.36,2299.36
mediterranean,Mediterranean Turkey Burgers,american,104.48,26.48,135.66,1744.7800000000002
mediterranean,Mediterranean Vegetables recipes,mediterranean,16.19,88.02,29.36,681.0799999999999
mediterranean,Mediterranean Tuna Wrap,mediterranean,85.78,114.06,62.98,1366.1799999999998
mediterranean,Mediterranean Orzo Pilaf,mediterranean,39.38,194.4,53.3,1414.82
mediterranean,Mediterranean-Style Frittata,italian,58.32,28.12,39.16,698.1999999999999
mediterranean,Roasted Mediterranean Vegetables,mediterranean,26.17,162.14,73.21,1412.13
mediterranean,Mediterranean Chicken Salad,mediterranean,126.39,137.7,59.16,1588.7999999999997
mediterranean,Mediterranean Turkey Burgers,american,148.73,79.54,113.29,1932.69
mediterranean,Mediterranean Vegetable Salad,mediterranean,28.89,120.63,97.89,1479.09
mediterranean,Mediterranean Summer Salad,mediterranean,55.89,205.66,72.34,1697.2600000000002
mediterranean,Mediterranean Lamb Salad,mediterranean,127.34,143.93,91.39,1907.59
mediterranean,Mediterranean Farro Salad,mediterranean,85.01,216.9,97.87,2088.4700000000003
mediterranean,Stuffed Mediterranean Baked Potato,mediterranean,38.87,199.05,9.32,1035.56
mediterranean,Mediterranean Lettuce Wraps,mediterranean,83.08,245.78,128.92,2475.7200000000003
mediterranean,Mediterranean Deviled Eggs,mediterranean,63.16,15.43,92.25,1144.6100000000001
mediterranean,Mediterranean Pasta Salad,mediterranean,55.96,176.21,24.88,1152.6000000000001
mediterranean,Mediterranean Cod Packets,mediterranean,135.89,107.54,73.46,1634.8600000000001
mediterranean,Mediterranean Cabbage Soup,mediterranean,47.06,183.94,31.28,1205.52
mediterranean,5 Layer Mediterranean Dip,mediterranean,14.33,17.24,21.07,315.90999999999997
mediterranean,Mediterranean Halibut Sandwiches,mediterranean,108.97,205.46,131.17,2438.25
mediterranean,Mediterranean Whole Roasted Cauliflower,mediterranean,21.09,45.43,96.95,1138.63
mediterranean,Mediterranean Madness Salad,mediterranean,68.41,261.92,74.05,1987.77
mediterranean,Mediterranean Vegetable Salad,mediterranean,46.25,214.54,100.01,1943.25
mediterranean,Mediterranean vegetables with lamb,mediterranean,66.63,61.59,29.73,780.45
mediterranean,Mediterranean Chicken Salad,mediterranean,122.02,103.08,133.39,2100.91
mediterranean,Mediterranean Shrimp and Bulgur,mediterranean,119.32,113.6,44.36,1330.92
mediterranean,Mediterranean Penne with Sausage,mediterranean,114.96,295.14,44.41,2040.0899999999997
mediterranean,Mediterranean Mostaccioli with Feta,mediterranean,94.74,204.03,43.24,1584.24
mediterranean,Mediterranean Roasted Broccoli & Tomatoes,mediterranean,12.75,37.15,18.78,368.62
mediterranean,Mediterranean Olive Hummus recipes,mediterranean,22.48,72.94,28.65,639.53
mediterranean,Mediterranean Tuna Cold Plate,mediterranean,19.93,38.85,28.8,494.32
mediterranean,Stuffed Mediterranean Baked Potato,mediterranean,45.76,218.21,22.86,1261.6200000000001
mediterranean,Mediterranean Chile Chicken Wings,mediterranean,119.97,72.43,99.75,1667.35
mediterranean,Mediterranean Broccoli Pasta Salad,mediterranean,46.8,214.62,146.55,2364.63
mediterranean,Mediterranean Chicken Wrap recipes,mediterranean,27.28,54.43,11.69,432.05
mediterranean,Mediterranean Shrimp and Pasta,mediterranean,75.5,124.6,46.83,1221.87
mediterranean,Crowd-Pleasing Mediterranean Salad,mediterranean,40.06,82.28,122.78,1594.38
mediterranean,Chicken-Arugula Focaccia Sandwiches,italian,63.36,103.49,44.53,1068.17
mediterranean,Mediterranean Grilled Vegetable Soup,mediterranean,13.42,66.73,7.59,388.91
mediterranean,Mediterranean-style Grilled Sardines,mediterranean,24.99,30.4,46.94,644.02
mediterranean,Mediterranean Chickpea Quinoa Bowl,mediterranean,61.46,208.07,99.16,1970.56
mediterranean,Mediterranean-Style Bean Salad,mediterranean,77.52,122.27,71.98,1446.98
mediterranean,Mediterranean Shrimp and Pasta,mediterranean,135.8,196.97,49.74,1778.74
mediterranean,Six Layer Mediterranean Dip,mediterranean,29.4,77.5,73.15,1085.95
mediterranean,Stuffed Roasted Bell Peppers (Poivrons Farcis),middle eastern,33.96,33.52,63.65,842.77
mediterranean,Mediterranean Grilled Veggie Wraps,mediterranean,35.34,131.79,38.0,1010.52
mediterranean,Mediterranean Lentil & Kale Salad,mediterranean,76.31,187.12,35.35,1371.8700000000001
mediterranean,Mediterranean Tuna Salad recipes,mediterranean,70.89,16.12,7.68,417.16
mediterranean,Mediterranean fig & mozzarella salad,italian,39.62,102.71,97.15,1443.67
mediterranean,Mediterranean Crescent Pinwheels recipes,mediterranean,109.67,127.98,86.41,1728.29
mediterranean,Mediterranean Lemon Hummus Wrap,mediterranean,21.45,76.91,12.84,509.0
mediterranean,Mediterranean Tuna-Spinach Salad,mediterranean,71.64,25.0,23.37,596.89
mediterranean,Mediterranean Yogurt Dip recipes,mediterranean,46.18,57.38,32.25,704.49
mediterranean,Mediterranean fig & mozzarella salad,italian,42.51,103.0,100.06,1482.58
mediterranean,Mediterranean Chopped Salad recipes,mediterranean,52.77,140.38,77.39,1469.1100000000001
mediterranean,Mediterranean Mezze Platter recipes,mediterranean,68.83,266.19,132.63,2533.75
mediterranean,Mediterranean Mashed Broccoli And Potatoes,mediterranean,33.22,134.41,57.05,1183.9699999999998
mediterranean,Greek Barley Salad,mediterranean,35.38,106.67,55.96,1071.8400000000001
mediterranean,Slow-Cooker Mediterranean Stew,american,46.14,170.31,56.55,1374.75
mediterranean,Mediterranean Jalapeño Poppers recipes,mediterranean,21.35,26.15,87.65,978.85
mediterranean,Mediterranean Quinoa Salad recipes,mediterranean,62.71,225.97,74.79,1827.83
mediterranean,Grilled Mediterranean Potato Salad,mediterranean,28.22,185.36,98.99,1745.23
mediterranean,Mixed Mediterranean Vegetable Bake,mediterranean,29.25,177.06,30.37,1098.57
mediterranean,Mediterranean Turkey Meat Loaf,american,120.07,72.86,57.3,1287.42
mediterranean,Mediterranean Roast Beef Pita,mediterranean,82.54,173.17,66.01,1616.9299999999998
mediterranean,Cold Provençal White Bean Salad,american,78.35,213.41,126.95,2309.59
mediterranean,Mediterranean Braised Chard recipes,mediterranean,26.24,67.75,62.97,942.69
mediterranean,Mediterranean Couscous Salad with Chickpeas,mediterranean,62.92,261.21,46.11,1711.51
mediterranean,Mediterranean Grilled Steak Wraps,mediterranean,107.46,145.52,115.87,2054.75
mediterranean,Mediterranean Udon Salad recipes,mediterranean,28.69,131.26,44.41,1039.4899999999998
mediterranean,Zesty Mediterranean Quinoa Salad,mediterranean,44.57,175.14,114.78,1911.86
mediterranean,Mediterranean Roast Vegetables Pasta,mediterranean,20.46,67.02,37.55,687.8699999999999
mediterranean,Mediterranean Chicken Salad Sandwiches,mediterranean,65.28,133.12,65.89,1386.6100000000001
mediterranean,Mediterranean Beef Stew recipes,mediterranean,98.1,168.47,129.44,2231.24
mediterranean,Mediterranean Cucumber Salad recipes,mediterranean,64.85,129.27,126.54,1915.3400000000001
mediterranean,Beetroot Pasta with Mediterranean Flavors,mediterranean,54.14,148.37,47.94,1241.5
mediterranean,Mediterranean Fish En Papillote,american,65.75,17.32,9.5,417.78
mediterranean,Mediterranean Warm Partridge Salad,mediterranean,65.74,134.05,43.7,1192.46
mediterranean,Mediterranean Veggie Burgers recipes,mediterranean,23.05,98.49,10.43,580.03
mediterranean,Mediterranean Chicken and Mushroom Skillet,mediterranean,139.15,41.59,47.86,1153.7
mediterranean,Pan-Seared Mediterranean Chicken,mediterranean,147.65,44.13,59.24,1300.28
mediterranean,Mediterranean Shrimp Caesar Salad,mediterranean,136.5,103.98,127.58,2110.1400000000003
mediterranean,Mediterranean Vegetable-Cheese Pie,mediterranean,71.89,108.28,34.5,1031.18
mediterranean,Mediterranean White Bean Soup,mediterranean,10.61,47.92,56.1,739.02
mediterranean,Mediterranean Chicken Quinoa Bowl,south american,133.61,112.72,99.29,1878.93
mediterranean,Mediterranean Cod with Roasted Tomatoes,mediterranean,86.61,29.54,30.67,740.6300000000001
mediterranean,Mediterranean Kale Soup Recipe,mediterranean,36.8,99.83,4.21,584.41
mediterranean,Mediterranean radicchio and farro salad,mediterranean,65.64,201.94,81.84,1806.88
mediterranean,Mediterranean Salmon en Papillote,nordic,62.61,22.08,52.67,812.79
mediterranean,Mediterranean Chicken with Orzo Salad,mediterranean,96.13,76.13,85.73,1460.6100000000001
mediterranean,Mediterranean-Style Poached Eggs,mediterranean,81.71,211.34,46.37,1589.53
mediterranean,Mediterranean Salmon Cooked in Parchment,nordic,96.98,37.39,72.95,1194.0300000000002
mediterranean,Zesty Mediterranean Couscous Salad,mediterranean,101.57,285.16,136.31,2773.71
mediterranean,Mediterranean Macaroni and Cheese recipes,mediterranean,85.21,247.19,119.88,2408.52
mediterranean,Mediterranean Poached Eggs with Quinoa,mediterranean,78.76,211.12,90.15,1970.87
mediterranean,Mediterranean Flavors: Tzatziki Recipe,mediterranean,46.45,44.94,31.28,647.0799999999999
mediterranean,Mediterranean Vegetable Soup with Couscous,mediterranean,24.29,83.22,6.49,488.45
mediterranean,Mediterranean Chicken and Couscous Salad,mediterranean,114.91,154.47,63.75,1651.27
mediterranean,Vegan Mediterranean Pita Pockets,american,120.28,197.28,115.53,2310.01
mediterranean,Mediterranean chicken with roasted vegetables,mediterranean,80.43,95.36,59.9,1242.2600000000002
mediterranean,Mediterranean Couscous Cabbage Rolls,mediterranean,37.34,177.4,42.9,1245.06
mediterranean,Mediterranean Pressed Picnic Sandwich,south east asian,124.61,62.55,91.28,1570.1599999999999
mediterranean,Mediterranean Salad With Chickpea Patties,mediterranean,46.57,146.44,42.64,1155.8
mediterranean,Mediterranean Salad with Halloumi Croutons,mediterranean,37.01,50.13,94.2,1196.3600000000001
mediterranean,Mediterranean Salad with Feta Cheese,mediterranean,38.3,93.48,77.28,1222.6399999999999
mediterranean,Grilled Salmon with Mediterranean Salsa,nordic,101.94,9.54,100.76,1352.76
mediterranean,Sidekick Tomato Soup,american,12.97,66.16,51.97,784.25
mediterranean,Big Batch Mediterranean Herb Rub,american,9.75,31.85,4.29,205.01
mediterranean,Slow-Cooker Mediterranean Chicken & Orzo,mediterranean,121.95,84.05,21.39,1016.51
mediterranean,Mediterranean Tuna Salad with Croutons,mediterranean,123.77,111.23,94.53,1790.77
mediterranean,Dinner Tonight: Mediterranean Poached Eggs,mediterranean,26.35,68.86,43.69,774.05
mediterranean,Mediterranean Salad with Prosciutto and Pomegranate,mediterranean,56.52,46.97,57.12,928.04
mediterranean,Farmer's Fridge Mediterranean Salad,mediterranean,11.95,46.81,35.36,553.28
mediterranean,Artichoke & Black Olive Tart,mediterranean,102.45,237.63,78.35,2065.47
mediterranean,Spiralized Mediterranean Cucumber Salad recipes,mediterranean,15.43,30.89,74.44,855.24
mediterranean,Roasted Mediterranean Vegetables with Chickpeas,mediterranean,56.91,237.33,42.09,1555.77
mediterranean,Mediterranean Chopped-Chicken Pita recipes,mediterranean,125.96,175.09,74.4,1873.8000000000002
mediterranean,Mediterranean Brown Rice Salad recipes,mediterranean,46.05,193.53,129.0,2119.3199999999997
mediterranean,Loaded Mediterranean Chicken-Quinoa Salad,south american,43.45,38.05,30.13,597.1700000000001
mediterranean,Mediterranean Vegetable Stew with Olives,mediterranean,56.65,227.36,53.62,1618.62
mediterranean,Mediterranean Chicken and Bulgur Skillet,mediterranean,143.33,85.48,83.26,1664.58
mediterranean,Grilled Mediterranean Veg With Bean Mash,mediterranean,41.97,143.05,31.75,1025.83
mediterranean,Mediterranean Grilled Shrimp Lettuce Wraps,mediterranean,102.42,26.37,132.34,1706.2199999999998
mediterranean,Mediterranean Tortellini Pasta Salad recipes,italian,40.38,134.05,69.41,1322.4099999999999
mediterranean,Mediterranean Brown Rice Salad Recipe,mediterranean,46.41,195.73,129.11,2130.55
mediterranean,Mediterranean Chicken and Couscous Bowls,mediterranean,131.8,227.55,96.14,2302.66
mediterranean,Mediterranean Quiche with Sweet Potato Crust,french,65.86,73.77,68.32,1173.3999999999999
mediterranean,Mediterranean Roasted Chickpea and Spinach Salad,mediterranean,35.73,113.93,95.39,1457.15
mediterranean,Slow-Cooker Mediterranean Quinoa with Arugula,mediterranean,83.86,294.94,82.96,2261.84
mediterranean,A Mediterranean Twist to your BBQ,american,28.74,191.58,28.33,1136.25
mediterranean,Mediterranean Roast Vegetables With Bulgar Wheat,mediterranean,34.76,223.52,32.97,1329.8500000000001
mediterranean,Eat-Your-Veggies Mediterranean Meatballs,mediterranean,140.09,134.08,76.19,1782.39
mediterranean,Mediterranean Salmon Cooked in Parchment recipes,nordic,99.21,50.53,75.7,1280.2600000000002
mediterranean,Mediterranean Potato Salad with Haricots Verts,mediterranean,30.37,249.23,84.95,1882.9499999999998
mediterranean,"Mediterranean Pasta with Artichokes, Olives, and Tomatoes",mediterranean,72.52,299.04,47.31,1912.03
mediterranean,Spinach Salad with Grilled Mediterranean Vegetables,mediterranean,28.79,59.5,75.02,1028.34
mediterranean,Mediterranean Mini Tuna Cakes With Pesto,american,106.3,28.87,87.74,1330.34
mediterranean,Mediterranean Orzo and Chicken Salad recipes,mediterranean,122.02,103.08,133.39,2100.91
mediterranean,Mediterranean Grilled Chicken and Grape Skewers,mediterranean,97.38,54.11,123.84,1720.52
mediterranean,Mediterranean Eggplant Dip with Sizzled Garlic,mediterranean,19.61,35.1,65.1,804.74
mediterranean,Mediterranean Flavors: Baba Ghanoush Recipe,mediterranean,13.49,58.44,51.42,750.5
mediterranean,Weekday Vegetarian Roast and Mediterranean Salada,mediterranean,17.79,144.7,49.16,1092.3999999999999
mediterranean,Zesty Roasted Chicken with Mediterranean Potatoes,mediterranean,100.23,182.1,145.95,2442.87
mediterranean,Mediterranean Salad with Smoked Paprika Vinaigrette,mediterranean,46.76,251.61,129.47,2358.71
mediterranean,Mediterranean Mackerel With A Tomato Panzanella Salad,mediterranean,106.42,110.37,109.31,1850.95
mediterranean,Mediterranean Tuna Antipasto Salad for Two,mediterranean,54.84,82.03,35.4,866.0799999999999
mediterranean,Mediterranean Salad with Chickpeas and Arugula recipes,mediterranean,89.1,144.34,118.55,2000.71
mediterranean,Mini Mediterranean Chicken Meatloaf with Chimichurri,mediterranean,105.07,49.59,82.15,1357.99
mediterranean,Dutch Baby Takes a Mediterranean Holiday,american,46.03,103.49,99.18,1490.7
mediterranean,Mediterranean Flavors: Spinach and Artichoke Dip Recipe,mediterranean,24.03,32.4,97.42,1102.5
mediterranean,Hummus-and-Rice Fritters with Mediterranean Salad,mediterranean,58.16,290.41,73.18,2052.9000000000005
mediterranean,Mediterranean Potato Salad with Haricots Verts recipes,mediterranean,30.37,249.23,84.95,1882.9499999999998
mediterranean,Chicken Chopped Mediterranean Salad with Feta Vinaigrette,mediterranean,92.17,48.22,126.85,1703.2099999999998
mediterranean,Mediterranean Chicken Kebabs with Lemon-Tahini Sauce,mediterranean,117.97,40.32,54.52,1123.84
mediterranean,Mediterranean Salad with Green Beans and Feta recipes,mediterranean,71.48,180.63,67.65,1617.29
mediterranean,Shredded Mediterranean Chicken A La Crock Pot,mediterranean,93.37,99.32,56.08,1275.48
mediterranean,Mediterranean zucchini ribbon sauté with balsamic reduction,mediterranean,6.01,46.96,28.11,464.87
mediterranean,"Mediterranean Bean, Potato and Vegetable Salad Platter",mediterranean,42.14,238.2,19.21,1294.25
mediterranean,Mediterranean Salad with Olive-Bread Croutons recipes,mediterranean,36.17,88.18,126.69,1637.6100000000001
mediterranean,"Mediterranean chicken with Dijon mustard, tomato and lemon",mediterranean,45.15,39.74,59.25,872.81
mediterranean,Mediterranean Portobello Mushroom Pizzas with Arugula Salad,italian,71.58,105.74,76.67,1399.31
mediterranean,A Healthy Mediterranean Dip for Super Bowl Sunday,mediterranean,92.93,183.79,136.57,2336.01
mediterranean,Mediterranean Egg and Tomato Skillet with Pita (Shakshouka),mediterranean,59.22,131.34,53.08,1239.96
mediterranean,Mediterranean Mussel And Chickpea Soup With Fennel And Lemon,mediterranean,126.24,181.78,55.14,1728.34
mediterranean,Mediterranean Spinach Salad with Tomatoes and Lemon Dressing,mediterranean,30.9,57.09,92.21,1181.85
mediterranean,"Mediterranean Sausage, Fennel, Canellini Bean And Tomato Gratin",french,55.88,152.46,41.88,1210.28
mediterranean,The Ultimate Greek Salad Recipe,mediterranean,22.26,37.87,138.39,1486.0299999999997
mediterranean,"Mediterranean Chopped Salad With Tomatoes, Peppers, Feta, and Basil Recipe",mediterranean,23.0,39.76,66.29,847.65
mediterranean,Mediterranean Sweet & Spicy Salad with Greek Vinaigrette Dressing,mediterranean,33.21,97.68,93.28,1363.08
mediterranean,Gigante Beans,caribbean,60.36,137.21,69.17,1412.81
mediterranean,Mediterranean Vegetable Sandwich with Sundried Tomato Pesto and Fresh Mozzarella,italian,74.43,233.24,103.37,2161.01
mediterranean,Mediterranean Veggie Burgers with Mint-Yogurt Sauce and Carrot Salad,mediterranean,73.73,218.66,62.93,1735.9299999999998
mediterranean,"Mediterranean Salad with Artichokes, Penne, and Sun-Dried Tomatoes recipes",mediterranean,88.87,246.89,65.12,1929.12
mediterranean,Mediterranean Veggie Burgers with Mint-Yogurt Sauce and Carrot Salad recipes,mediterranean,78.62,229.63,63.14,1801.26
mediterranean,"Mediterranean Farro and Green Lentil Bowl with Feta, Olives&Sundried Tomatoes",mediterranean,95.21,285.36,88.55,2319.23
mediterranean,"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",american,96.57,251.63,30.86,1670.54
mediterranean,Mediterranean Grilled Chicken and Roasted Red Pepper Pizza with Feta and Balsamic Glaze recipes,mediterranean,133.53,164.18,137.67,2429.87
mediterranean,Chard Stalk Hummus,mediterranean,30.55,47.32,86.47,1089.71
mediterranean,Minted courgette salad,french,6.54,24.63,28.59,381.99
mediterranean,Tuscan White Beans,italian,108.6,291.91,76.37,2289.37
mediterranean,Crispy garlic & rosemary slices,french,30.25,260.19,41.96,1539.4
mediterranean,Fig & Honey Yogurt,mediterranean,10.03,47.06,2.83,253.83
mediterranean,"Pork, fennel & chilli meatballs",american,88.07,23.33,134.21,1653.49
mediterranean,Rosemary Pork Chops,american,106.38,3.92,86.73,1221.77
mediterranean,"Warm chickpea, chorizo & pepper salad",mediterranean,104.19,257.47,110.55,2441.59
mediterranean,Tangy roasted peppers,mediterranean,4.83,23.97,68.51,731.79
mediterranean,Tortellini with pesto & broccoli,italian,20.87,51.53,38.62,637.1800000000001
mediterranean,Sticky lemon chicken,american,95.55,33.1,42.2,894.4000000000001
mediterranean,Italian butter beans,italian,60.18,190.28,21.48,1195.16
mediterranean,"Red Potatoes with Olive, Feta, and Mint",mediterranean,50.1,156.78,113.96,1853.1599999999999
mediterranean,Olive-Garlic Deviled Eggs,italian,51.2,6.31,100.89,1138.05
mediterranean,Roasted Chicken Souvlaki,mediterranean,137.05,4.98,43.18,956.74
mediterranean,Gin Mare's Red Tonic,world,0.17,19.3,0.06,78.42000000000002
mediterranean,Deli pasta salad,american,77.67,269.73,40.34,1752.6600000000003
mediterranean,"Flash-fried prawns with chilli, lemon & parsley",mediterranean,42.29,11.62,30.6,491.04
mediterranean,Lemon & parsley butter beans,american,58.54,184.62,21.07,1162.27
mediterranean,Fig & Ricotta Toast,mediterranean,11.72,30.74,10.4,263.44
mediterranean,Baked Hummus,mediterranean,59.63,73.86,114.77,1566.89
mediterranean,Roasted Veggie & Hummus Pita Pockets,mediterranean,13.19,41.15,10.48,311.68
mediterranean,Endive and Fennel with Tarragon Avgolemono Sauce,mediterranean,21.32,43.53,24.99,484.30999999999995
